Water Body Name,Location,Latitude,Longitude,Year,pH,Dissolved Oxygen (DO),Biological Oxygen Demand (BOD),Total Dissolved Solids (TDS),Turbidity,Nitrate,Coliform,Water Quality Index (WQI),Water Quality Category
RIVER DEO AT SUBASH NAGAR,"NORTH TRIPURA, Tripura",24.108276,92.19305,2021,6.932222222222222,6.319444444444445,1.9761111111111112,192.5427777777778,9.761944444444445,0.9650000000000001,257.8463888888889,85,Good
RIVER DEVAK 2 KM D/S FROM SHIV MANDIR AT UDHAMPUR,"UDHAMPUR, Jammu & Kashmir",32.893892,75.111563,2021,8.1125,7.065,1.9845,193.1375,16.9885,1.0210000000000001,1143.169,85,Good
RIVER DEVAK ABOUT 10 KM D/S FROM SHIV MANDIR BELOW RAILWAY BRIDGE UDHAMPUR,"UDHAMPUR, Jammu & Kashmir",32.938527,75.165483,2021,8.065238095238096,7.266666666666667,1.9123809523809523,185.02809523809523,14.769047619047617,0.9980952380952381,1118.5057142857142,85,Good
RIVER DEVAK AT PURMANDAL NEAR TEMPLE,"UDHAMPUR, Jammu & Kashmir",32.927918,75.137128,2021,8.338888888888889,7.622222222222222,1.8811111111111112,205.21777777777777,19.18777777777778,0.9877777777777779,1094.2233333333334,85,Good
RIVER DHONS AT MADHWAPUR MADHUBANI,"MADHUBANI, Bihar",26.411533,86.237133,2021,7.540384615384616,7.0,2.4315384615384614,149.90346153846153,22.805769230769233,1.053076923076923,52584.030384615384,85,Good
RIVER GAJ WATER SUPPLY SCHEME DHARAMSHALA TOWN NEAR DHARAMSHALA CANTT.,"KANGRA, Himachal Pradesh",32.217077,76.307192,2021,7.716666666666666,9.054583333333333,0.9874999999999999,173.54666666666665,2.2733333333333334,0.4504166666666667,20.6225,100,Excellent
RIVER GAMBHIR AT DAM SITE UJJAIN,"UJJAIN, Madhya Pradesh",23.208633,75.63501,2021,7.640666666666666,7.256666666666666,1.6913333333333334,289.424,5.381,0.8456666666666667,172.73133333333334,85,Good
RIVER GANGA A/C GOMTI RIVER BHUSAULA,"SANT RAVIDAS NAGAR, Uttar Pradesh",25.345102,82.479827,2021,8.30859375,7.9390625,2.05015625,159.48171875,29.26890625,0.97609375,15520.104375,85,Good
RIVER GANGA A/C TAMSA RIVER SIRSA SON BARSA,"Allahabad, Uttar Pradesh",25.259363,82.096478,2021,8.10484375,8.475,1.83828125,171.68484375,21.04390625,0.92703125,6372.7290625000005,85,Good
RIVER GANGA AT BATHING GHAT (BHARAOGHAT),"GHAZIPUR, Uttar Pradesh",25.51411,83.850678,2021,8.235000000000001,8.053846153846154,1.9249999999999998,154.39903846153845,10.74673076923077,1.080576923076923,6376.050961538462,85,Good
RIVER GANGA AT BATHING GHAT (GOLA GHAT),"GHAZIPUR, Uttar Pradesh",25.580128,83.589787,2021,8.120384615384616,7.642307692307692,2.114423076923077,151.11865384615385,12.436538461538463,1.1790384615384615,12421.204423076922,85,Good
RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),"KANPUR NAGAR, Uttar Pradesh",26.434322,80.408587,2021,8.073269230769231,7.453846153846154,2.249423076923077,147.74365384615385,13.849038461538461,1.2492307692307691,19561.721346153845,85,Good
RIVER GANGA AT BEHRAMPORE (GORA BAZAR)MURSHIDABAD,"MURSHIDABAD, West Bengal",24.101003,88.243238,2021,8.063972602739726,7.126027397260275,2.435753424657534,137.59424657534248,30.45246575342466,1.1486301369863012,78384.28273972603,85,Good
RIVER GANGA AT BEHRAMPORE(KHAGRA) MURSHIDABAD,"MURSHIDABAD, West Bengal",24.100163,88.245205,2021,8.07123287671233,7.263013698630138,2.398356164383562,136.56315068493151,32.00986301369863,1.1295890410958904,96568.62712328768,85,Good
RIVER GANGA AT CHAMPANAGAR BHAGALPUR,"BHAGALPUR, Bihar",25.242256,86.925987,2021,7.863103448275862,7.576724137931034,2.1693103448275863,153.85913793103447,25.70741379310345,1.001551724137931,45641.04637931034,85,Good
RIVER GANGA AT CHUNAR,"MIRZAPUR, Uttar Pradesh",25.129278,82.877278,2021,8.027936507936507,7.903174603174603,2.0576190476190477,161.1984126984127,27.233492063492065,1.1495238095238096,11725.586190476191,85,Good
RIVER GANGA AT D/S (SHUKLAGANJ),"UNNAO, Uttar Pradesh",26.474194,80.376139,2021,8.180576923076924,7.898076923076923,2.018653846153846,153.15653846153847,11.657307692307691,1.1323076923076925,9544.411923076923,85,Good
RIVER GANGA AT D/S NAWADAGHAT  BARH PATNA,"NAWADA, Bihar",24.890805,85.56,2021,7.858524590163935,7.95,2.099344262295082,146.20639344262295,65.35065573770491,1.3129508196721311,46517.80426229508,85,Good
RIVER GANGA AT FARRUKABAD,"FARRUKHABAD, Uttar Pradesh",27.398639,79.627389,2021,8.149230769230769,8.61923076923077,1.6809615384615384,156.02903846153848,9.02346153846154,0.9578846153846154,2950.1298076923076,85,Good
RIVER GANGA AT GHARMUKTESHWAR,"JYOTIBA PHULE NAGAR, Uttar Pradesh",28.802444,78.128722,2021,7.410833333333333,8.965,1.4545,166.21633333333332,12.607666666666667,0.8461666666666667,741.0145,85,Good
RIVER GANGA AT HAR-KI-PAURI GHAT,"Haridwar, Uttarakhand",29.943552,78.166796,2021,7.834098360655737,9.482786885245902,1.240327868852459,178.30459016393442,5.032622950819673,0.6481967213114754,325.6562295081967,85,Good
RIVER GANGA AT MADHYA GANGA BARRAGE BIJNOR,"MUZAFFARNAGAR, Uttar Pradesh",29.373468,78.040547,2021,7.749384615384615,8.76,1.5901538461538463,225.99076923076922,8.006,0.9061538461538461,1497.374,85,Good
RIVER GANGA AT PALTA SHITALTALA,"NORTH 24 PARGANAS, West Bengal",22.774972,88.334278,2021,7.960000000000001,6.289041095890411,2.9371232876712328,133.0880821917808,32.648493150684935,1.318904109589041,218636.49479452055,85,Good
RIVER GANGA AT SANGI DALAN,"Sahebganj, Jharkhand",25.05634,87.83515,2021,7.87457627118644,8.045762711864407,1.786271186440678,179.33101694915254,60.324576271186444,0.9508474576271186,1222.352033898305,85,Good
RIVER GANGA AT TRIVENI GHAT PATNA,"PATNA, Bihar",25.515132,85.301372,2021,7.857936507936508,7.42936507936508,2.2474603174603174,151.8322222222222,50.28666666666667,0.9703174603174604,35691.88746031746,85,Good
RIVER GANGA AT U/S BARAHPUR BINDTOLI,"BHOJPUR, Bihar",25.586863,84.693046,2021,7.884067796610169,7.793220338983051,2.099830508474576,149.03305084745762,38.91644067796611,1.0064406779661017,44339.872881355936,85,Good
RIVER GANGA AT U/S JAIL GHAT BUXAR,"PATNA, Bihar",25.484321,85.668239,2021,7.900967741935484,8.061290322580644,2.144354838709677,150.11016129032257,46.64096774193549,0.9253225806451614,65208.01225806452,85,Good
RIVER GANGA D/S NEAR CREMATION GHAT,"VARANASI, Uttar Pradesh",25.31074,83.014205,2021,7.767547169811321,7.618867924528302,2.1769811320754715,147.3588679245283,44.63792452830189,1.0328301886792453,52629.759999999995,85,Good
RIVER GANGA D/S NEAR JANTA GHAT,"Sahebganj, Jharkhand",25.210819,87.769721,2021,7.850847457627118,8.015254237288135,1.8010169491525425,181.18694915254238,63.232372881355936,0.9561016949152543,1239.453220338983,85,Good
RIVER GANGA D/S RISHIKESH,"Dehradun, Uttarakhand",30.0305,78.245833,2021,7.692096774193549,9.621774193548386,1.1700000000000002,170.94209677419354,4.8143548387096775,0.6493548387096774,319.97129032258067,85,Good
RIVER GANGA U/S HARIDWAR AT ABINDUGHAT DUDHIYABAD HARIDWAR,"Haridwar, Uttarakhand",29.945445,78.165028,2021,7.948780487804878,9.268780487804877,1.3170731707317074,177.71170731707318,5.4817073170731705,0.725609756097561,417.150243902439,85,Good
RIVER GANGA U/S NEAR LCT GHAT,"Sahebganj, Jharkhand",25.292498,87.63183,2021,7.929310344827586,7.968965517241379,1.8387931034482756,179.3951724137931,61.5301724137931,0.965,1260.6998275862068,85,Good
RIVER GHAGGAR AT D/S OF SURAJPUR,"PANCHKULA, Haryana",30.717069,76.887913,2021,7.886756756756757,6.641891891891892,2.576216216216216,220.75,14.00189189189189,1.1291891891891892,79998.72702702702,85,Good
RIVER GHAGGAR U/S BEFORE MIXING WITH SAGARPARA DRAIN AT VILL RASOULI DIST PATIALA,"PATIALA, Punjab",29.889197,76.159371,2021,7.545454545454546,3.05,5.169090909090909,295.93954545454545,37.63159090909091,1.6913636363636364,14167.627272727272,65,Medium
RIVER GHAGHRA AT BARHALGANJ GORAKHPUR,"GORAKHPUR, Uttar Pradesh",26.278524,83.513885,2021,7.516739130434782,7.283695652173913,2.2569565217391303,156.20934782608697,16.714782608695653,1.26,26075.002826086955,85,Good
RIVER GIRI D/S LAIGIDHAR TRUST BARU SAHIB,"SIRMAUR, Himachal Pradesh",30.760455,77.303572,2021,7.79780487804878,7.604878048780488,1.5934146341463413,225.70926829268294,6.609999999999999,0.7229268292682927,91.64146341463415,95,Excellent
RIVER GIRI D/S PROPOSED SITE OF RENUKA DAM,"SIRMAUR, Himachal Pradesh",30.604642,77.440521,2021,7.758,7.540000000000001,1.6320000000000001,213.096,5.054,0.8379999999999999,128.466,85,Good
RIVER GIRI D/S PROPOSED SITE OF SRI RENUKAJI DAM SITE NEAR BRIDGE AT DADAHU- RENUKAJI,"SIRMAUR, Himachal Pradesh",30.603186,77.441056,2021,7.650322580645161,7.632258064516129,1.523548387096774,227.64096774193547,5.986129032258065,0.6658064516129032,86.95064516129031,95,Excellent
RIVER GIRI D/S RAJGARH TOWN,"SIRMAUR, Himachal Pradesh",30.799381,77.282001,2021,7.78775,7.72625,1.5157500000000002,223.292,6.5115,0.68425,105.81524999999999,85,Good
RIVER GIRI U/S CHAILLA,"SIRMAUR, Himachal Pradesh",30.914863,77.243539,2021,7.9958064516129035,7.854838709677419,1.7719354838709678,449.2064516129032,10.509677419354839,0.8503225806451613,185.3716129032258,80,Good
RIVER GIRI U/S PROPOSED SITE OF SRI RENUKAJI DAM SITE.,"SIRMAUR, Himachal Pradesh",30.613634,77.442374,2021,7.627666666666667,7.676666666666667,1.5086666666666666,234.4453333333333,5.254666666666667,0.6739999999999999,77.148,95,Excellent
RIVER GODAVARI AFTER CONFLUENCE WITH SABARI TRIBUTARY (KUNAVARAM) AT WADDIGUDEM(V) V.R. PURAM (M),"KHAMMAM, Telangana",17.559441,81.273983,2021,7.574666666666667,7.191666666666666,1.6563333333333332,198.37,21.759999999999998,0.9833333333333333,235.34966666666665,85,Good
RIVER GODAVARI AT KALESHWARAM 500 MTS.BEFORE BATHING GHAT,"KARIMNAGAR, Telangana",18.813683,79.911477,2021,7.921666666666667,5.895,2.1229999999999998,313.67766666666665,6.283,1.057,416.73566666666665,75,Good
RIVER GODAVARI KOUNDINYA MUKTHI (V) KUKUNUR (M) BORDER POINT BETWEEN ANDHRA PRADESH & TELANGANA STA,"KHAMMAM, Telangana",17.643378,80.915178,2021,7.86551724137931,6.620689655172414,1.8906896551724137,257.11862068965513,23.62275862068966,0.9586206896551724,96.75758620689656,95,Excellent
RIVER GOMTI AT BHATPUR D/S,"HARDOI, Uttar Pradesh",27.157858,80.814725,2021,8.248888888888889,7.480555555555556,2.1305555555555555,159.64055555555558,10.845555555555556,1.136111111111111,5430.415555555555,85,Good
RIVER GOMTI AT BHATPUR U/S,"HARDOI, Uttar Pradesh",27.20118,80.765942,2021,8.286111111111111,7.658333333333333,2.046111111111111,161.20222222222222,10.307777777777778,1.1,4405.493888888889,85,Good
RIVER GOMTI AT GANGAGANJ D/S,"BARABANKI, Uttar Pradesh",26.736951,81.23135,2021,7.947058823529411,4.408823529411765,3.417058823529412,162.2164705882353,16.201764705882354,1.6111764705882354,17900.57117647059,75,Good
RIVER GOMTI AT GANGAGANJ U/S,"BARABANKI, Uttar Pradesh",26.748711,81.200905,2021,7.920588235294118,3.9382352941176473,3.7729411764705882,163.74529411764706,17.48176470588235,1.7229411764705882,21846.316470588237,65,Medium
RIVER GOMTI AT GAUGHAT D/S,"Ayodhya, Uttar Pradesh",26.642458,81.607771,2021,8.127647058823529,6.161764705882353,2.7170588235294115,156.89882352941177,13.823529411764707,1.3641176470588237,14065.100588235293,85,Good
RIVER GOMTI AT GAUGHAT U/S,"BARABANKI, Uttar Pradesh",26.692102,81.540094,2021,8.172941176470587,6.420588235294118,2.5711764705882354,158.6864705882353,12.854117647058825,1.305294117647059,9731.968235294116,85,Good
RIVER GOMTI AT JAUNPUR U/S,"JAUNPUR, Uttar Pradesh",25.748703,82.68484,2021,8.273541666666667,7.9937499999999995,1.8495833333333334,175.16895833333334,23.733333333333334,0.8812500000000001,3190.3241666666668,85,Good
RIVER GOMTI AT MOHMEAK D/S,"KHERI, Uttar Pradesh",27.807317,80.43667,2021,7.63470588235294,2.6852941176470586,5.380588235294118,160.83,25.415882352941175,2.222941176470588,82911.53588235295,65,Medium
RIVER GOMTI AT MOHMEAK U/S,"KHERI, Uttar Pradesh",27.820752,80.430492,2021,7.683529411764706,3.0617647058823527,4.7952941176470585,159.11058823529413,23.19529411764706,2.061176470588235,64533.11882352941,65,Medium
RIVER GOMTI AT NEEMSAR D/S,"HARDOI, Uttar Pradesh",27.264416,80.536883,2021,8.244117647058824,7.738235294117646,1.9694117647058826,169.3341176470588,9.190588235294118,1.0482352941176472,2756.041764705882,85,Good
RIVER GOMTI AT NEEMSAR U/S,"HARDOI, Uttar Pradesh",27.350312,80.460211,2021,8.259444444444444,7.86388888888889,1.9144444444444444,170.89666666666665,8.810555555555556,1.0244444444444445,2258.313888888889,85,Good
RIVER GOMTI AT PIPRAGHAT D/S,"JAUNPUR, Uttar Pradesh",25.736173,82.739971,2021,7.5329411764705885,1.961764705882353,6.872941176470588,160.50176470588235,32.339999999999996,2.632941176470588,145817.80000000002,55,Medium
RIVER GOMTI AT PIPRAGHAT U/S,"JAUNPUR, Uttar Pradesh",25.769442,82.66231,2021,7.60764705882353,2.261764705882353,6.162352941176471,159.76294117647058,29.243529411764705,2.4458823529411764,108737.71647058823,55,Medium
RIVER GOMTI AT SULTANPUR D/S,"SULTANPUR, Uttar Pradesh",26.264406,82.142486,2020,7.917272727272727,6.792424242424243,2.278181818181818,156.36696969696968,18.233333333333334,1.1824242424242424,9778.943333333333,85,Good
RIVER GOMTI AT SULTANPUR U/S,"SULTANPUR, Uttar Pradesh",26.289367,82.066786,2020,7.896666666666666,6.78939393939394,2.284848484848485,156.40939393939394,18.77,1.1824242424242424,9693.523030303031,85,Good
RIVER GOWTHAMI (GODAVARI) GOVALANKA INJARAM (V) NEAR GMC BALAYOGI BRIDGE TALLAREVU (M),"EAST GODAVARI, Andhra Pradesh",16.727818,82.178451,2021,7.556875,6.16875,2.3334375,823.1653125,23.93375,0.9909375,157.328125,70,Good
RIVER HINDON AT BARNAWA D/S,"BAGHPAT, Uttar Pradesh",29.092361,77.423293,2021,7.531212121212121,3.966666666666667,6.511212121212122,189.94666666666666,24.10939393939394,2.8066666666666666,63660.52878787879,55,Medium
RIVER HINDON AT BARNAWA U/S,"BAGHPAT, Uttar Pradesh",29.128032,77.447746,2021,7.527272727272727,4.128181818181818,6.228787878787879,187.6318181818182,24.05060606060606,2.6875757575757575,69940.37606060605,65,Medium
RIVER HINDON AT GHAZIABAD U/S,"GHAZIABAD, Uttar Pradesh",28.733891,77.385236,2021,7.288723404255319,2.336808510638298,6.416170212765958,176.82978723404256,29.14468085106383,1.941063829787234,225396.23127659573,55,Medium
RIVER HINDON AT MAHESHPUR D/S,"G.B. Nagar, Uttar Pradesh",28.615167,77.404766,2020,7.7299999999999995,6.041666666666667,2.5244444444444443,273.0444444444445,42.31,1.2444444444444445,1675.0605555555555,85,Good
RIVER HINDON AT MAHESHPUR U/S,"GHAZIABAD, Uttar Pradesh",28.635716,77.394552,2020,7.812352941176471,5.928823529411765,2.5647058823529414,281.93117647058824,42.52235294117647,1.2547058823529413,1469.1929411764704,80,Good
RIVER HINDON AT MOHAN NAGAR D/S,"GHAZIABAD, Uttar Pradesh",28.664419,77.399531,2021,7.345652173913043,3.645652173913043,7.308695652173912,204.1413043478261,36.81695652173913,1.8195652173913044,641114.3226086956,55,Medium
RIVER HINDON AT MOHAN NAGAR U/S,"GHAZIABAD, Uttar Pradesh",28.685329,77.392467,2021,7.2802173913043475,1.821304347826087,7.534130434782608,184.66086956521738,30.17739130434783,2.643913043478261,238642.0806521739,55,Medium
RIVER HINDON AT NOIDA D/S,"G.B. Nagar, Uttar Pradesh",28.500649,77.449952,2020,7.55,5.8500000000000005,2.345,186.27166666666668,8.961666666666666,1.1733333333333336,1230.1066666666666,80,Good
RIVER HINDON AT NOIDA U/S,"G.B. Nagar, Uttar Pradesh",28.572133,77.422989,2020,7.133333333333333,6.346666666666667,2.13,183.04,8.506666666666666,1.1050000000000002,1151.9750000000001,85,Good
RIVER HINDON AT SARDHANA BUDHANA ROAD VILLAGE BAPARSI MEERUT,"BAGHPAT, Uttar Pradesh",29.186169,77.494114,2021,7.5394736842105265,3.5852631578947363,9.648684210526316,257.1555263157895,30.664736842105263,5.372368421052632,71582.7644736842,55,Medium
RIVER HUNDRI AT JOHARAPURAM(V) NEAR TEMPLE KURNOOL,"KURNOOL, Andhra Pradesh",15.819061,78.056866,2021,7.604651162790698,5.503488372093023,2.5953488372093023,299.47441860465113,8.37139534883721,1.186046511627907,624.9686046511629,80,Good
RIVER JALDHAKA AT DHUPGURI,"JALPAIGURI, West Bengal",26.570051,88.938831,2021,7.316538461538461,7.230769230769231,1.9407692307692308,120.70192307692308,13.798461538461538,1.0965384615384615,8758.423846153846,85,Good
RIVER KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD VILL. KOL MEERUT,"MEERUT, Uttar Pradesh",28.980857,77.790428,2021,7.507894736842106,3.444736842105263,10.061578947368421,272.16315789473686,31.008421052631576,5.3521052631578945,91616.13368421052,55,Medium
RIVER KALIASOT NEAR ROAD BRIDGE MANDIDEEP,"BHOPAL, Madhya Pradesh",23.110272,77.508595,2021,7.848999999999999,7.475,1.9629999999999999,211.9475,9.134,1.7869999999999997,8859.939499999999,85,Good
RIVER KALNA AT CHANDEL- PERNEM GOA,"Sindudurg, Maharashtra",15.74629,73.899494,2021,6.946521739130435,7.2413043478260875,1.854782608695652,138.13717391304348,10.57108695652174,0.9019565217391304,4072.9695652173914,85,Good
RIVER KARAMANA AT ARUVIKARA THIRUVANANTHAPURAM,"THIRUVANANTHAPURAM, Kerala",8.565403,77.016144,2021,6.635416666666667,6.7124999999999995,1.7864583333333333,164.03458333333333,6.422499999999999,0.7552083333333334,474.49916666666667,85,Good
RIVER KEN NEAR ROAD BRIDGE AT PANNA CHHATARPUR,"CHHATARPUR, Madhya Pradesh",24.733586,80.005468,2021,7.570909090909091,6.893939393939394,1.670909090909091,215.85696969696968,4.861515151515151,0.6784848484848485,421.1187878787879,85,Good
RIVER KERANDI (INTAKE WELL OF NALCO REFINARY HAL SUNABEDA),"KORAPUT, Odisha",18.75455,82.816231,2021,7.523191489361702,7.150425531914894,1.8417021276595744,174.9104255319149,10.507872340425532,0.8829787234042553,1228.3755319148936,85,Good
RIVER KHANDEPAR AT CODLI NEAR BRIDGE  U/S OPA WATERWORKS SANGUEM,"NORTH GOA, Goa",15.410589,74.054325,2021,7.001777777777777,7.3,1.7426666666666668,146.71933333333334,8.26888888888889,0.832888888888889,1939.5664444444442,85,Good
RIVER KHANDEPAR AT OPA - PONDA GOA,"NORTH GOA, Goa",15.466425,74.038825,2021,7.017608695652174,7.047826086956522,1.8091304347826087,151.62630434782608,8.13,0.8469565217391305,1709.8221739130436,85,Good
RIVER KRISHNA AFTER CONFLUENCE WITH RIVER MUSI AT VADAPALLI (V) BETWEEN ANDHRA PRADESH & TELANGANA ,"GUNTUR, Andhra Pradesh",16.721665,79.752249,2021,7.741935483870968,7.164516129032258,1.8090322580645162,402.1422580645161,2.600322580645161,0.8183870967741936,80.73096774193547,90,Excellent
RIVER KRISHNA AT MATTEPALLY 500 MTS BEFORE BATHING GAHT,"GUNTUR, Andhra Pradesh",16.69896,79.81132,2021,7.283,6.41,2.099333333333333,313.88366666666667,7.547666666666667,2.6973333333333334,35.580666666666666,95,Excellent
RIVER KRISHNA PAVITHRA SANGAMAM AFTER CONFLUENCE WITH RIVER GODAVARI WATER LBRAHIMPATNAM (M),"GUNTUR, Andhra Pradesh",16.576519,80.520694,2021,7.7861290322580645,7.161290322580645,1.7058064516129032,325.60806451612905,2.677096774193548,0.76,97.73,90,Excellent
RIVER KUNDU NANDYAL NEAR OVER BDG. KURNOOL,"KURNOOL, Andhra Pradesh",15.49,78.4748,2021,7.267551020408163,5.610204081632652,2.604081632653061,300.9391836734694,9.837551020408164,1.0612244897959184,722.3942857142857,75,Good
RIVER KUSHAWATI NEAR BUND AT KEVONA RIVON SANGUEM,"SOUTH GOA, Goa",15.232069,74.149461,2021,6.977173913043478,7.2413043478260875,1.852391304347826,145.22978260869564,8.441304347826087,0.8697826086956522,2922.6856521739132,85,Good
RIVER LAKHANDEI SITAMARHI D/S,"SITAMARHI, Bihar",26.73899,85.541954,2021,7.540454545454545,4.8113636363636365,3.972727272727273,204.68772727272727,41.14818181818182,1.1995454545454545,72891.885,75,Good
RIVER LAKHANDEI SITAMARHI U/S,"SITAMARHI, Bihar",26.588526,85.499289,2021,7.77625,6.891666666666667,2.4170833333333333,166.35999999999999,34.71541666666666,0.98375,56718.87041666667,85,Good
RIVER LOCATIONS AT KUMARAPALAYAM,"Namakkal, Tamil Nadu",11.447221,77.691963,2021,7.4350000000000005,6.12,2.0593333333333335,265.85900000000004,6.053,0.7193333333333333,112.93133333333334,85,Good
RIVER MADAI AT DABOS - VALPOI GOA,"NORTH GOA, Goa",15.536364,74.148515,2021,6.883478260869565,7.2760869565217385,1.8328260869565218,150.0004347826087,8.910652173913043,0.8480434782608696,2696.5328260869564,85,Good
RIVER MAHI AT DODKA,"Vadodara, Gujarat",22.460278,73.093889,2021,8.142068965517241,8.141379310344828,1.440344827586207,285.76206896551724,7.204137931034483,0.5444827586206897,39.421379310344825,100,Excellent
RIVER MAHI FOREST GUEST HOUSE RAJAPUR MATAJI SHIVGARH RATLAM.,"RATLAM, Madhya Pradesh",23.342055,74.726385,2021,7.732962962962962,7.342592592592593,1.6477777777777778,262.96555555555557,5.988888888888888,0.8251851851851852,154.89148148148146,85,Good
RIVER MANDOVI AT AMONA BRIDGE,"NORTH GOA, Goa",15.527369,73.968625,2021,6.97195652173913,6.273913043478261,2.4082608695652175,480.9276086956522,9.94608695652174,0.9471739130434783,3298.117608695652,80,Good
RIVER MANDOVI AT IFFI JETTY,"NORTH GOA, Goa",15.503417,73.845425,2021,7.619555555555555,6.531111111111111,2.2704444444444443,630.678,7.537111111111112,0.878,1710.5384444444444,70,Good
RIVER MANDOVI AT PANAJI U/S,"NORTH GOA, Goa",15.503122,73.856151,2021,7.344444444444444,6.446666666666667,2.329333333333333,577.748,8.53288888888889,0.9651111111111111,2886.8979999999997,70,Good
RIVER MANDOVI NEAR HOTEL MARRIOT,"NORTH GOA, Goa",15.487294,73.809108,2021,7.606444444444445,6.433333333333334,2.3193333333333332,624.4262222222222,7.953333333333333,0.8964444444444445,2080.195111111111,70,Good
RIVER MANERU AT GHATTEPALLI (V) NEAR SUITHANABAD,"KARIMNAGAR, Telangana",18.48256,79.314028,2021,8.086896551724138,4.69655172413793,2.7396551724137934,358.00344827586207,6.847931034482759,1.4310344827586208,268.0041379310345,75,Good
RIVER MANJEERA AT YEDU PAYALA TEMPLE MEDAK,"MEDAK, Telangana",18.001645,78.187456,2021,7.154651162790697,6.560465116279071,2.063023255813954,289.55883720930234,6.292325581395349,2.1404651162790698,380.0546511627907,85,Good
RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI,"NORTH GOA, Goa",15.608275,73.836869,2021,6.787608695652175,4.4195652173913045,3.3549999999999995,163.8663043478261,22.57108695652174,1.3293478260869565,11210.126956521739,75,Good
RIVER MECHI AT NEHALJOTE,"KISHANGANJ, Bihar",26.344793,88.038605,2021,7.301481481481481,7.277777777777778,1.9485185185185185,121.50037037037038,10.867777777777778,1.4214814814814813,7361.490740740741,85,Good
RIVER MUSI AT MOOSARAMBAGH BRIDGE HYDERABAD,"HYDERABAD, Telangana",17.379475,78.516784,2021,7.436451612903226,3.7516129032258063,7.077419354838709,402.6209677419355,18.602903225806454,3.223225806451613,913.016129032258,50,Medium
RIVER MUSI AT NAGOLE RANGAREDDY,"Rangareddy, Andhra Pradesh",17.382722,78.557775,2021,7.456086956521739,5.002608695652174,5.194565217391305,333.26065217391306,12.925217391304349,2.6832608695652174,876.8523913043479,70,Good
RIVER MUSI AT PEERAJADIGUDA,"Rangareddy, Andhra Pradesh",17.383095,78.638983,2021,7.389,3.8746666666666667,7.135999999999999,440.5286666666667,13.269333333333332,3.6406666666666667,1032.1889999999999,50,Medium
RIVER MUSI AT PILLAPALLI,"Rangareddy, Andhra Pradesh",17.385228,78.737555,2021,7.435714285714285,2.517857142857143,6.638214285714286,437.9978571428572,14.462857142857143,5.208214285714286,630.1203571428571,50,Medium
RIVER MUSI AT VALIGONDA BRIDGE NALGONDA,"NALGONDA, Telangana",17.151026,79.544308,2021,7.174516129032258,5.890322580645161,2.5622580645161293,392.3803225806452,8.200645161290323,4.708709677419355,92.29354838709678,85,Good
RIVER MUSI SAMPLE AT RUDRAVELLY BRIDGE,"NALGONDA, Telangana",17.406786,78.786331,2021,7.217380952380952,5.742857142857143,2.8188095238095237,390.53642857142853,6.600476190476191,4.169761904761905,97.02714285714285,85,Good
RIVER NAGAVALI IMMEDIATE BORDER BETWEEN ANDHRA PRADESH & ORISSA STATES NEAR SIVALAYAM KUNERU (V) KO,"RAYAGADA, Odisha",18.963606,83.444669,2021,7.734242424242424,6.557575757575758,1.9518181818181817,228.65363636363637,22.566363636363636,1.113030303030303,209.46666666666667,85,Good
RIVER NAGAVALI NEAR NH- 16 BRIDGE UPSTREAM (U/S) OF SRIKAKULAM TOWN BEFORE CONFLUENCE OF TOWN SEWAG,"SRIKAKULAM, Andhra Pradesh",18.272669,83.899008,2021,7.800303030303031,7.183333333333334,1.756060606060606,242.78,12.097878787878788,0.8384848484848485,221.79727272727274,85,Good
RIVER NAGAVALI NEAR WATER PUMP HOUSE (KILLIPALEM)  DOWN STREAM (D/S) OF SRIKAKULAM TOWN AFTER CONFL,"SRIKAKULAM, Andhra Pradesh",18.233593,83.923037,2021,7.7,6.425757575757576,2.0739393939393937,253.84545454545454,12.92969696969697,1.305757575757576,286.72030303030306,85,Good
RIVER NARMADA AT BUDHNIGHAT BUDHNI,"SEHORE, Madhya Pradesh",22.766248,77.687799,2021,7.822173913043478,8.404347826086957,1.4908695652173913,208.09391304347827,7.281304347826087,1.0456521739130435,270.88391304347823,85,Good
RIVER NARMADA AT KAKRANA INTERSTATE BOUNDRY ALIRAJPUR,"JHABUA, Madhya Pradesh",22.052205,74.46991,2021,8.091818181818182,7.351515151515152,1.6757575757575758,243.63333333333333,6.296666666666667,0.8796969696969698,367.1851515151515,85,Good
RIVER NEUGAL (WATER SUPPLY SCHEME PALAMPUR TOWN BANDLA PALAMPUR,"KANGRA, Himachal Pradesh",32.133677,76.533882,2021,7.354000000000001,8.84,1.1125,226.11399999999998,2.1645,0.4265,19.802500000000002,100,Excellent
RIVER PABBAR U/S HATKOTI,"SHIMLA, Himachal Pradesh",31.131481,77.748914,2021,7.795384615384615,8.23974358974359,1.5733333333333333,270.42487179487176,6.653076923076924,0.76,369.7317948717949,85,Good
RIVER PERIYAR AT MUPPATHADAM,"ERNAKULAM, Kerala",10.083386,76.319817,2021,6.845833333333334,6.4937499999999995,2.0520833333333335,144.69666666666666,9.081249999999999,0.95375,2659.320416666667,85,Good
